F_TYPECODE,F_TYPE,F_CODE,F_NAME,F_TIME,F_DATA,F_AREA,STATUS
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,,法罗群岛,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,8.78497982025146,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,9.96512031555176,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,17.7605037689209,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,22.3123893737793,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,21.5847091674805,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,19.1484508514404,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,17.1252899169922,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,18.1073093414307,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,,密克罗尼西亚联邦,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,10.2001800537109,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,7.05811023712158,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,11.3481597900391,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,17.7064895629883,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,13.3304195404053,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,13.741250038147,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,12.5822696685791,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,8.73756980895996,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,11.225489616394,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,10.9131603240967,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,10.2796401977539,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,16.0584392547607,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,14.6950798034668,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,14.1593904495239,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,15.025520324707,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,15.1235303878784,加蓬,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,12.6442098617554,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,11.602219581604,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,11.4075603485107,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,11.2060098648071,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,10.4594202041626,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,10.2157897949219,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,10.5066499710083,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,10.7450103759766,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,11.088399887085,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,11.0994596481323,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,10.8367204666138,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,11.1149797439575,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,11.777440071106,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,11.8543901443481,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,11.636739730835,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,12.0998401641846,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,11.6013898849487,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,11.8479995727539,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,12.081859588623,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,13.325590133667,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,13.4005002975464,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,12.75940990448,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,13.0033798217773,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,12.9601697921753,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,12.8425798416138,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,12.7331104278564,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,12.3847503662109,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,12.7819900512695,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,12.4685697555542,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,12.1257495880127,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,12.6602401733398,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,13.3537197113037,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,13.4902095794678,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,13.4486398696899,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,13.7612800598145,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,13.3440799713135,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,13.548210144043,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,10.5600004196167,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,,英国,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,10.85142993927,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,10.6048603057861,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,12.5407199859619,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,12.3619604110718,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,13.6035099029541,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,12.4929399490356,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,15.0367603302002,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,11.1812496185303,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,12.8953895568848,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,9.48665046691895,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,8.93760013580322,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,8.99825000762939,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,8.99547100067139,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,9.26943016052246,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,6.70775985717773,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,10.4977359771729,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,10.5862731933594,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,11.1187028884888,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,12.6661996841431,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,12.9533596038818,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,12.9514999389648,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,13.3578996658325,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,11.1701898574829,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,11.5247602462769,格鲁吉亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,7.64188003540039,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,7.74813985824585,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,13.8319396972656,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,34.3092002868652,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,24.6679992675781,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,23.9328594207764,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,14.8927001953125,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,15.7411098480225,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,22.3792495727539,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,23.4299602508545,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,24.161979675293,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,22.3170204162598,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,24.0375003814697,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,22.4951305389404,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,20.6961402893066,加纳,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,30.6343097686768,加纳,1
